cumulative_pod_deposit_amt,cumulative_num_pods,age_of_account,num_friends,num_pods_created,network_size,num_peer_review_positive,num_peer_review_negative,reputation_score
11646,25,11,14,2,53,52,6,3
5444,17,9,7,0,43,14,19,6
76,3,4,6,0,15,18,1,5
6,2,3,5,1,6,7,1,4
313,2,5,3,0,12,12,1,4
1791,1,7,8,2,12,8,22,5
1007,9,7,7,3,19,43,3,2
4728,12,9,5,2,23,33,2,7
1124,3,6,6,2,12,25,2,8
2251,8,8,5,2,15,10,1,6
5795,19,13,11,3,37,27,8,6
136,4,13,13,2,20,5,5,3
10879,27,8,11,5,67,47,10,4
421,10,7,10,1,23,14,3,5
266,1,3,5,1,13,8,1,7
2667,14,8,8,1,40,36,2,8
3818,13,6,7,5,41,27,8,6
4784,18,10,16,7,45,36,14,6
1538,6,9,10,2,20,20,2,7
64,5,5,5,5,14,2,3,6
93,1,6,4,10,12,10,1,5
6845,20,9,5,0,54,43,9,4
1720,12,8,13,0,35,17,8,8
494,7,8,7,4,21,15,2,3
3055,11,5,4,8,28,7,8,4
1682,8,5,9,4,25,26,5,3
13318,23,14,12,0,61,58,28,8
648,8,8,8,0,30,25,3,6
1140,9,7,5,10,37,17,2,5
8564,28,14,14,7,68,54,8,6
4090,17,5,7,0,40,41,3,4
1014,4,4,7,1,17,9,6,6
713,3,4,5,5,8,8,6,5
1118,4,4,2,4,22,23,2,1
4878,16,9,15,8,44,41,6,6
488,3,3,4,1,22,5,2,9
6136,17,7,13,2,46,49,2,4
3137,16,10,11,3,45,26,4,2
521,3,7,1,0,8,14,1,4
81,2,3,2,0,6,1,4,7
54,0,4,3,1,2,4,2,8
2076,12,9,5,6,37,27,2,7
468,2,7,3,6,7,20,1,7
972,13,8,6,4,37,20,2,3
80,2,6,5,3,10,10,8,6
13750,30,13,28,5,68,60,13,2
66,2,4,4,1,3,7,1,5
52,0,2,1,4,3,1,4,9
1007,12,5,12,4,34,20,3,2
4115,15,11,17,2,48,37,4,6
2568,13,5,5,1,31,15,4,8
240,2,5,2,2,10,7,1,5
1068,6,4,4,6,13,18,2,7
4431,9,10,10,0,33,37,3,7
97,0,2,3,6,3,4,1,8
6752,11,9,24,5,41,50,10,8
230,3,5,5,6,11,9,4,4
11110,26,11,9,3,59,50,21,4
84,2,6,5,1,7,4,6,9
8162,27,13,22,2,58,53,18,7
1613,10,12,23,6,28,20,29,4
196,1,5,4,5,7,4,7,7
787,4,9,4,6,23,13,7,2
1257,5,6,4,2,17,9,8,4
459,2,8,5,4,13,13,15,8
7949,12,7,21,0,38,35,6,2
3150,18,9,13,3,36,23,2,2
32,0,3,2,5,4,8,1,4
110,1,3,2,1,10,3,3,7
97,3,3,3,4,11,9,1,7
416,1,3,3,0,9,13,6,5
4281,17,6,7,4,36,30,1,4
90,2,2,5,1,8,1,1,7
1190,4,6,5,10,14,17,1,2
807,1,7,2,6,7,13,4,5
114,2,6,3,2,8,5,1,7
5176,17,8,7,6,38,43,5,8
2308,11,10,19,3,39,34,5,8
2212,8,9,12,3,36,35,2,7
1180,1,8,5,0,4,21,3,6
47,0,2,3,1,2,5,1,3
386,4,5,6,0,10,18,1,5
833,7,9,9,2,24,27,3,4
991,7,5,7,1,27,21,2,10
256,1,4,5,0,7,13,1,3
565,2,4,3,0,9,29,1,7
3757,6,3,12,4,18,21,13,6
313,2,6,9,3,9,6,6,5
554,1,7,2,4,7,12,3,4
6497,14,6,4,0,42,47,8,2
1105,3,6,2,6,18,29,5,4
4747,16,14,8,7,48,43,4,4
1350,5,10,7,1,24,20,3,7
1109,5,8,9,3,17,24,8,7
2836,15,11,12,2,42,42,1,5
262,7,5,4,0,15,7,1,8
788,4,9,15,0,12,25,2,6
146,6,3,5,0,14,4,1,4
201,1,3,3,1,15,3,4,7
3607,12,9,7,0,42,27,7,1
712,5,6,3,6,24,6,1,4
1140,6,8,9,7,23,27,1,6
774,5,7,11,0,11,25,1,7
4145,15,5,9,0,36,20,1,8
3491,8,11,23,4,28,53,9,6
120,1,4,8,2,9,8,5,6
2,1,4,5,0,4,2,2,9
3028,5,11,11,1,26,40,30,8
11071,21,7,19,3,52,54,2,9
10210,24,10,13,2,51,48,7,6
3957,14,10,17,2,31,46,1,10
2630,5,8,8,2,18,20,13,9
568,4,12,7,3,29,21,4,5
3054,19,10,15,4,46,42,16,9
2046,4,6,7,0,26,38,2,6
1,0,6,5,0,3,0,1,8
14,1,7,4,4,3,8,1,9
533,3,7,11,3,12,31,2,3
2383,13,7,7,3,30,27,1,4
15000,30,14,30,3,68,60,24,3
2015,8,8,9,1,13,21,9,5
3869,21,7,9,4,57,31,12,7
8,1,3,0,1,9,5,4,7
2,0,6,2,0,1,0,4,6
25,1,3,2,0,3,4,1,8
162,3,5,6,1,11,6,2,3
13809,28,8,10,3,65,46,12,7
707,9,10,10,1,28,23,15,4
350,4,11,5,2,15,15,2,6
280,4,8,3,1,18,10,2,4
39,0,7,3,2,5,2,1,7
2173,10,7,4,8,30,24,1,5
1168,2,6,4,0,7,17,6,1
1937,7,9,11,2,16,42,1,8
1115,6,12,17,2,32,25,2,5
311,2,2,3,0,10,8,2,6
1338,2,5,10,2,7,7,3,5
501,7,9,15,2,21,12,7,8
4987,17,11,15,4,50,51,5,4
25,0,4,7,1,3,5,1,6
2126,9,6,3,0,26,19,2,8
4915,13,8,6,0,33,22,1,7
9693,15,6,6,1,43,18,7,7
5162,13,9,9,1,32,39,1,3
103,3,8,7,6,11,6,2,4
137,2,5,11,7,11,21,5,4
592,12,5,7,0,36,9,1,1
1042,2,5,8,1,16,29,5,3
1602,5,5,3,1,25,34,1,8
522,1,4,7,0,11,23,1,4
2522,10,6,14,0,26,29,8,2
348,1,6,3,4,14,7,9,6
9061,24,12,21,1,52,54,10,4
2,0,7,7,8,0,4,2,6
133,0,10,5,4,4,11,4,6
616,10,6,7,3,21,14,1,3
2527,18,10,22,3,44,25,8,5
3038,11,8,8,1,29,31,4,4
1,0,2,3,1,4,2,1,7
1682,6,7,6,1,28,29,2,8
533,2,9,9,4,22,28,2,9
5820,16,7,16,4,37,28,3,9
1781,6,8,6,3,30,18,16,6
1052,9,8,10,10,27,23,3,6
5203,19,10,5,2,52,40,3,3
991,8,7,4,5,22,22,2,8
0,0,6,2,1,1,0,1,3
3176,17,10,15,0,33,39,20,6
3192,19,10,6,2,47,44,14,7
3089,9,9,8,6,24,32,1,6
3252,18,7,13,2,48,33,1,4
23,1,6,9,8,4,6,1,9
24,1,2,3,1,6,2,1,3
5,1,5,3,6,2,3,1,8
5,0,7,7,5,7,6,2,2
178,7,4,2,4,21,7,2,8
5907,19,14,14,7,51,51,17,9
4236,24,12,17,7,65,58,6,6
209,3,3,3,5,16,2,3,5
97,0,5,4,1,5,4,2,9
362,2,8,11,0,13,18,2,5
1069,10,6,6,1,26,7,4,5
1387,9,9,16,2,32,22,16,6
617,3,7,6,4,15,5,4,3
653,4,8,4,3,16,12,1,3
69,1,5,11,2,4,14,1,9
2,1,4,3,4,5,2,1,5
701,2,7,6,0,18,11,4,5
6041,21,12,7,5,55,45,2,4
8605,24,9,11,7,64,51,1,8
5,0,3,0,2,1,0,3,5
635,4,6,6,4,13,11,2,6
85,3,8,4,0,13,3,2,7
456,4,5,6,1,17,15,2,1
5426,20,11,13,7,54,49,2,6
3887,16,13,21,2,47,45,8,5
2221,12,11,15,2,32,25,20,6
1678,13,7,5,2,36,10,3,8
6459,20,11,17,2,56,39,13,7
194,1,3,3,0,5,5,2,9
17,0,6,4,4,3,9,2,1
10231,25,14,27,7,57,59,8,9
332,1,5,7,10,4,12,1,1
6763,17,6,9,2,49,46,5,6
3735,16,9,13,8,50,39,5,6
4397,14,10,18,2,31,31,7,4
116,0,3,5,1,4,10,1,3
1128,6,6,5,4,30,12,1,8
884,3,8,4,0,20,6,7,9
5016,14,12,15,8,42,51,14,6
114,3,5,8,0,13,9,1,3
62,2,8,5,8,7,15,1,6
3132,19,9,5,0,54,19,20,6
8091,16,6,8,3,41,39,4,9
3718,12,11,14,3,35,43,10,7
168,2,6,6,4,17,17,2,4
35,0,4,1,5,2,1,1,5
284,4,7,5,3,10,3,1,9
3773,10,8,9,0,33,38,11,6
781,1,5,7,5,8,20,1,8
2201,12,9,7,6,45,45,9,8
791,5,8,6,0,19,10,3,4
6,0,5,2,0,1,1,1,5
1759,6,3,5,0,15,21,2,4
2127,20,14,12,2,47,42,6,6
3621,19,9,14,5,59,33,4,7
14082,30,14,24,7,68,59,3,7
111,2,12,9,3,13,13,11,3
236,4,10,4,2,20,3,1,4
252,2,12,5,2,8,29,1,4
661,9,10,13,2,18,18,5,7
7902,23,14,15,5,57,50,6,4
8238,22,8,16,3,48,54,1,7
2438,17,5,12,2,43,18,23,9
2748,9,6,6,2,29,27,1,3
1964,15,10,6,5,38,30,13,7
12374,25,11,8,1,54,40,15,4
2197,9,10,11,0,35,50,15,9
71,1,5,6,2,10,7,2,1
8626,20,7,2,0,57,38,4,9
5203,18,12,9,3,50,44,3,6
709,4,5,2,1,18,7,6,7
45,3,4,4,0,10,4,1,10
2,1,5,5,4,9,1,2,8
1670,8,6,13,4,20,14,3,4
121,0,4,3,0,3,3,1,4
5390,13,6,9,1,29,28,4,7
599,3,9,7,0,9,25,5,6
38,0,3,3,0,5,2,2,1
1361,4,7,8,2,13,42,4,6
4510,19,8,14,0,53,47,1,4
4584,19,7,12,6,42,38,2,6
593,8,6,5,0,39,17,10,6
11930,15,9,11,6,39,56,3,4
62,1,7,8,0,4,15,2,9
739,4,8,8,0,15,16,1,1
24,1,6,16,2,15,5,7,9
1218,12,11,5,0,41,27,1,6
4264,20,9,12,4,48,37,2,2
3,0,5,4,0,3,1,1,2
13,0,5,3,4,4,1,10,8
7,0,3,0,2,3,1,1,6
1113,8,8,10,6,26,18,3,2
6945,18,12,10,1,49,44,14,7
13,1,3,3,1,8,8,1,8
7014,22,7,8,1,54,35,3,7
13,1,6,9,0,5,8,2,7
8950,19,7,7,6,48,45,4,6
768,3,8,5,6,17,17,20,6
32,0,5,5,0,1,2,1,7
2719,18,6,6,5,36,9,6,6
678,3,6,10,4,14,9,1,4
153,5,5,7,0,15,5,1,7
2899,16,10,5,0,42,34,1,7
1232,8,7,2,1,37,12,5,4
128,3,6,5,1,21,11,2,4
18,3,6,9,4,15,3,16,5
1683,5,8,7,2,19,7,5,6
482,2,11,10,6,14,15,9,6
7500,24,11,14,5,59,43,30,9
2582,12,7,12,4,37,28,8,6
11833,23,8,8,1,54,52,28,8
9199,24,10,22,2,61,52,20,4
3,1,10,5,4,20,6,2,4
4999,15,9,6,3,32,43,2,7
7239,21,10,21,2,53,43,12,6
5832,19,9,13,3,45,39,8,6
372,4,7,8,0,9,30,1,6
3198,13,12,9,0,36,41,2,3
2007,7,8,9,7,20,30,3,5
0,0,2,0,1,0,0,1,7
1379,6,12,7,4,28,23,11,1
6526,17,10,13,5,58,45,16,9
2995,13,7,17,2,26,27,1,7
6452,12,11,9,0,43,46,12,6
248,5,9,6,0,18,9,1,7
6494,15,9,13,1,42,52,1,6
14,2,4,1,0,12,2,2,7
747,13,12,13,0,45,31,6,4
9819,19,9,16,3,58,55,7,6
184,1,4,3,4,6,5,1,7
7877,10,6,8,0,32,31,7,7
1316,6,9,4,2,22,30,3,9
127,0,4,3,1,3,9,1,7
761,10,9,10,3,30,34,1,6
2084,15,11,16,7,40,43,2,9
67,3,5,13,2,12,11,1,9
391,2,6,2,1,14,13,3,4
578,2,9,2,5,15,16,4,8
1905,12,6,6,1,31,21,1,3
951,11,8,5,5,33,23,1,1
1130,7,6,16,3,30,25,1,6
277,3,9,4,10,20,15,6,8
1642,11,8,9,6,35,24,7,4
8116,25,12,22,7,55,54,1,6
609,2,4,1,1,5,26,1,6
2958,11,3,7,4,34,28,1,10
12,3,6,7,2,10,4,1,4
2298,10,6,4,1,33,12,3,8
461,5,6,3,1,10,4,14,4
2575,12,8,9,7,28,18,29,10
1706,19,9,9,0,39,35,3,4
1550,5,8,6,3,25,16,7,9
5809,11,9,7,2,25,35,2,9
4052,10,11,22,8,33,20,24,6
2,0,4,2,0,4,8,1,6
5972,15,12,13,3,43,40,15,6
432,2,8,3,0,14,6,4,8
24,1,4,3,6,4,3,2,4
0,0,1,1,0,0,0,1,3
1140,9,9,13,7,30,29,5,7
7050,12,6,11,1,49,30,14,9
2756,16,11,11,3,55,47,5,6
4691,11,10,17,6,20,43,1,1
59,1,4,4,2,16,15,1,6
2308,14,13,8,2,46,39,5,4
481,6,10,9,6,26,14,19,5
622,2,7,15,0,15,8,19,6
5210,15,6,6,4,39,33,2,6
1226,5,5,16,4,23,27,2,5
5917,11,8,9,1,37,25,29,8
1122,5,6,2,2,20,11,1,6
2090,11,12,10,2,36,29,1,6
1473,4,9,9,0,20,37,1,5
74,2,6,6,0,7,7,1,3
1956,14,7,21,1,48,36,4,1
9017,15,10,18,2,50,52,13,8
386,6,9,9,5,20,19,2,6
8769,9,5,6,8,40,40,3,8
178,2,4,5,1,8,16,1,8
1683,16,14,20,3,34,45,12,8
1986,21,13,22,8,44,42,2,1
1956,16,10,18,2,28,27,3,10
2562,3,6,5,0,22,35,5,4
1601,18,10,13,3,44,28,2,5
2802,20,14,13,3,52,45,8,4
71,2,3,1,1,9,1,1,4
226,1,7,4,7,5,11,2,5
41,2,4,4,6,7,5,1,4
550,5,4,6,2,21,16,1,7
14122,30,15,29,7,68,60,24,6
3451,13,8,5,2,36,23,5,9
498,13,10,13,3,30,12,3,4
4249,15,8,15,2,40,44,2,4
1201,12,7,11,0,27,26,4,6
2893,13,12,15,2,24,29,1,4
71,6,4,5,2,13,8,1,4
592,5,11,8,3,26,35,3,6
23,1,3,2,4,4,3,1,9
326,4,8,7,0,9,21,1,7
1186,4,6,11,0,31,27,4,7
3450,14,8,8,1,39,41,1,6
650,3,4,4,1,17,17,5,1
10965,24,9,8,0,62,58,10,7
501,3,6,7,4,15,30,1,4
1240,6,9,6,2,38,28,7,4
822,8,8,4,7,28,19,1,7
62,0,3,6,4,3,2,2,6
3411,16,12,20,2,54,49,12,6
5566,10,10,7,7,43,43,2,2
406,5,3,2,0,15,10,1,6
1702,8,9,11,4,25,24,14,6
42,3,4,4,10,4,0,4,5
2677,9,11,8,0,21,12,23,7
608,4,7,5,1,14,26,3,10
2,0,2,4,1,0,1,1,4
2,0,3,2,3,0,1,1,8
3903,3,3,8,4,31,32,12,5
2638,6,13,11,2,22,32,27,6
291,3,5,3,10,11,12,9,3
239,4,4,1,2,10,10,4,4
22,2,4,1,1,12,5,1,4
497,4,6,4,4,15,24,3,9
3,0,6,3,0,1,1,2,7
253,4,4,9,4,14,4,4,8
1650,9,7,1,0,30,3,14,8
12023,26,10,5,6,62,55,12,9
5725,17,9,14,5,56,37,19,2
3525,18,10,18,3,47,42,3,6
10502,21,9,8,2,47,51,6,6
4822,18,10,12,3,42,29,9,8
1295,15,9,7,1,44,24,2,3
383,1,8,1,10,7,5,1,5
965,5,9,10,8,19,16,6,7
427,7,9,7,8,23,31,4,2
2421,12,7,7,5,39,20,2,6
7159,20,10,15,0,64,49,3,1
260,4,6,3,1,13,12,1,1
2047,9,7,7,6,17,28,1,5
7173,21,8,7,1,48,30,6,6
1068,6,6,9,4,21,14,13,5
220,3,8,4,2,14,19,1,2
16,1,6,4,0,5,2,1,4
172,2,8,1,6,10,3,8,8
14,1,6,9,4,2,1,1,4
6868,16,8,6,2,34,32,24,6
2301,9,10,9,6,19,31,7,6
8097,12,7,5,0,43,32,15,7
5291,11,6,6,3,28,21,1,8
512,3,4,7,1,17,6,2,10
279,2,7,5,4,13,4,1,5
1565,11,9,11,1,30,17,5,4
313,3,7,2,0,13,5,1,4
3803,14,12,16,0,45,48,8,2
1678,11,7,8,0,39,29,2,1
853,9,8,10,1,23,29,2,3
113,1,5,8,2,4,4,1,8
92,2,8,3,2,14,2,2,8
1903,10,8,17,6,27,24,9,6
7,0,6,6,2,2,4,1,6
2308,7,5,10,1,24,49,1,4
7273,18,12,14,0,47,48,13,6
475,4,3,4,2,13,7,2,5
2048,13,8,6,3,34,36,3,6
145,0,3,2,1,7,5,3,8
2184,9,11,12,6,50,32,5,9
3,0,3,3,1,7,3,1,4
490,5,4,4,2,17,15,1,3
2939,11,10,7,1,31,25,20,6
4839,20,13,20,2,51,57,8,7
443,2,9,3,0,20,9,12,8
222,6,8,7,0,24,13,16,6
6799,22,10,17,2,59,41,3,3
220,3,4,12,6,14,9,2,8
111,2,4,2,4,9,2,1,9
300,4,9,7,3,25,20,3,1
2,0,8,2,2,1,2,2,6
2039,15,8,12,6,46,21,8,9
4892,23,7,9,0,46,24,19,2
1812,6,9,9,4,33,34,5,3
34,1,2,0,1,4,2,1,6
5571,11,7,3,3,40,23,8,4
8,0,4,2,1,1,1,1,7
1438,9,5,7,0,14,17,1,6
4467,14,11,7,2,37,28,11,7
2625,15,7,4,0,44,14,11,3
794,8,6,0,1,29,15,2,4
161,0,4,3,0,5,5,3,4
7488,14,9,7,7,36,50,11,3
174,4,5,5,1,13,11,1,7
867,3,5,2,1,12,15,2,4
106,1,4,5,5,5,4,1,7
2605,12,8,6,2,26,16,8,8
187,0,6,4,4,3,11,2,7
235,3,7,3,0,18,17,1,4
119,0,4,2,0,3,4,3,3
1014,8,9,7,1,20,19,2,5
184,8,9,9,7,18,15,1,8
92,3,4,8,0,16,5,1,9
478,7,8,11,5,20,17,4,6
95,0,2,3,2,1,3,1,2
7,4,5,3,3,15,1,1,8
2871,19,13,21,0,56,47,17,6
2864,14,6,6,4,36,14,5,4
371,2,4,1,4,8,6,2,6
58,7,10,8,0,26,13,1,8
7,0,3,2,0,1,0,1,5
1036,22,12,6,3,40,12,2,4
1943,6,4,2,4,17,7,8,6
8326,17,10,15,3,46,35,24,4
12142,28,9,25,3,68,60,4,4
3081,5,12,9,2,18,31,6,6
8206,14,12,10,2,53,53,19,5
4042,13,9,8,2,36,45,8,6
725,11,8,4,2,33,13,4,4
6,1,5,4,2,12,4,1,5
8574,26,12,10,2,53,35,4,4
53,0,5,3,2,3,4,3,3
1427,7,9,3,2,27,39,11,10
1645,18,10,16,6,48,26,8,1
4,0,7,3,2,3,10,2,5
1045,4,8,4,2,19,12,2,5
4557,15,6,8,4,45,32,7,4
255,2,7,4,1,7,8,19,6
1038,8,8,10,3,17,10,1,7
2,0,4,3,1,3,2,4,1
794,3,7,7,0,17,12,1,8
87,2,4,6,3,10,5,5,6
1287,8,5,7,6,23,19,4,8
145,0,10,8,3,3,17,7,6
1281,6,5,7,0,17,20,10,5
6965,19,6,8,6,35,31,7,6
62,0,6,4,0,2,4,2,1
6833,22,11,16,1,54,43,20,9
0,0,2,3,1,1,0,1,9
1814,12,6,10,6,36,20,1,3
6722,21,15,22,2,61,57,27,9
191,1,2,2,1,3,1,1,7
5376,23,12,16,2,54,42,23,8
1177,8,8,19,3,19,21,2,6
1218,5,6,2,2,13,22,1,3
753,8,10,3,6,27,16,4,4
301,4,5,1,4,21,6,4,6
7041,17,9,9,2,39,40,4,6
8480,18,12,13,0,50,54,18,9
4341,11,8,6,2,32,40,3,9
1462,4,4,5,1,10,20,9,6
2288,11,9,3,7,48,34,3,6
3153,10,8,8,1,20,27,10,8
1034,4,6,16,4,22,21,8,6
7715,19,14,15,5,47,54,12,5
92,2,4,8,2,9,6,3,6
1033,2,4,7,0,11,16,2,7
64,1,3,1,1,3,4,4,5
2612,14,8,7,0,29,14,7,4
686,4,3,2,1,26,10,1,6
5087,22,9,25,7,51,39,10,9
5018,23,7,8,6,53,42,2,9
10525,26,12,14,2,64,56,18,4
871,1,3,3,1,8,6,1,3
1642,15,12,16,6,44,18,29,1
6500,24,8,10,4,59,38,13,6
464,7,8,6,1,27,15,2,6
272,2,5,3,6,12,13,1,7
8736,23,9,10,5,51,45,6,4
1578,11,7,1,5,23,10,10,4
431,5,8,6,5,28,13,2,8
9,1,2,3,0,4,4,1,5
2584,6,5,4,2,28,39,1,3
2063,12,10,12,0,42,30,20,4
1,0,2,1,1,0,0,1,4
79,2,5,5,0,10,4,1,9
7066,19,7,4,4,57,33,3,2
2637,16,13,17,3,38,30,4,8
0,0,5,0,0,1,0,1,8
2145,5,11,8,4,23,15,6,8
970,2,8,8,3,18,31,1,7
228,1,4,3,2,7,8,1,1
3797,14,13,18,7,32,46,3,6
369,5,7,4,1,14,6,4,1
6055,13,5,5,0,34,25,1,4
1515,9,2,7,1,26,9,2,7
9030,22,11,15,2,56,53,3,7
0,0,1,0,1,1,1,1,4
9,0,2,3,0,3,2,2,5
1,0,5,6,6,0,5,1,7
10961,25,8,10,2,55,51,19,6
57,1,2,5,0,4,3,3,6
1479,8,7,11,6,29,16,22,9
674,4,6,5,3,16,16,4,4
1022,3,5,4,2,18,8,5,5
975,12,14,21,3,34,25,27,2
3022,9,6,2,2,34,40,1,4
200,1,4,9,1,5,11,3,1
8644,20,9,12,0,50,39,6,8
8342,23,7,7,6,55,28,6,4
5526,25,6,4,2,57,35,8,3
10,0,5,3,2,7,3,3,4
13714,28,4,11,3,66,42,3,7
4959,10,6,6,3,25,14,3,7
112,1,4,3,6,6,2,4,1
2467,5,7,11,0,19,28,1,7
167,1,5,2,1,14,7,3,4
5335,24,13,24,3,60,46,10,4
5568,16,8,5,2,34,34,4,3
168,2,6,7,0,13,5,5,6
7404,13,8,13,3,49,49,16,5
3633,6,10,19,7,25,36,5,6
7342,23,10,12,8,57,44,4,4
9768,27,12,12,4,58,50,30,6
26,1,9,5,3,10,9,2,6
3,0,3,2,2,3,0,1,3
1529,4,6,8,5,28,16,3,7
2071,8,11,9,5,27,34,14,4
11959,28,14,23,5,64,56,11,7
4555,10,7,11,6,30,42,3,8
11800,22,10,17,2,56,42,27,8
81,1,5,0,1,6,11,1,5
2987,9,6,7,1,22,20,1,5
19,0,3,2,4,1,1,1,4
7610,21,11,17,7,52,56,8,2
7175,22,11,15,2,52,40,22,4
235,3,5,6,4,19,18,10,7
3978,13,7,9,1,29,33,2,9
14006,30,14,19,2,68,59,22,7
2426,9,10,5,5,31,13,21,6
925,12,12,7,3,28,19,6,2
3933,13,7,10,7,38,34,5,8
1722,9,11,10,3,25,21,2,5
2771,4,4,6,2,11,30,1,7
79,1,7,1,6,9,10,9,8
3,2,7,2,0,10,1,1,4
91,1,9,14,2,6,6,2,7
2724,16,5,6,0,40,33,1,2
2047,13,10,9,1,34,21,6,8
43,1,4,2,4,5,3,2,7
1974,4,8,14,2,23,24,11,2
196,6,8,5,6,19,10,1,7
3114,18,10,13,6,42,36,4,8
7,1,5,2,1,5,6,2,6
11910,27,15,10,0,64,46,24,4
4255,12,10,10,3,27,46,4,8
163,1,5,3,0,7,17,1,7
135,5,5,4,0,22,8,1,8
1375,12,6,4,1,30,9,7,9
4962,11,7,12,0,35,37,1,8
906,4,8,14,6,14,32,1,6
67,4,4,6,2,18,4,1,4
4322,7,6,8,4,30,33,7,9
6145,22,10,18,2,53,40,6,1
452,1,7,6,0,4,10,2,7
1715,11,5,10,4,22,20,5,2
34,2,4,5,0,12,9,1,8
677,3,8,9,5,9,15,4,4
1428,6,7,5,3,22,17,1,8
6784,12,11,11,2,44,43,4,3
1842,8,4,8,0,32,27,1,7
3515,11,5,5,1,27,18,4,8
7813,21,11,11,5,53,50,6,5
149,5,9,2,5,13,11,3,5
31,1,4,4,1,6,2,1,4
544,3,4,3,4,21,15,5,6
218,3,8,1,4,21,8,1,9
210,0,3,1,4,4,1,7,6
2,0,3,6,1,2,2,1,7
2831,18,14,14,7,39,37,7,6
125,1,6,13,1,3,17,2,4
44,1,5,6,0,7,8,1,2
6152,17,12,2,2,39,28,9,2
4280,7,8,13,0,23,25,16,7
55,1,8,10,1,9,13,10,8
0,0,4,2,6,0,0,1,4
43,2,6,3,1,8,3,2,8
54,3,5,6,0,22,12,2,8
10013,18,9,7,0,40,46,26,6
885,5,9,12,7,17,28,2,8
489,7,10,5,8,22,6,14,5
5434,15,10,12,8,42,50,7,9
269,1,7,5,2,18,16,5,7
2035,4,4,4,4,20,7,1,4
5245,13,12,10,3,38,35,6,5
95,3,4,10,2,12,4,1,2
2278,15,4,15,1,44,24,1,6
81,2,3,7,2,10,15,1,8
467,7,10,8,1,21,21,6,8
6249,19,8,14,3,51,48,6,10
2267,6,9,9,6,24,24,5,1
914,4,5,6,3,18,5,1,4
42,4,8,4,3,9,5,3,8
764,2,5,3,6,10,4,16,7
95,1,9,6,0,7,8,1,8
4846,12,8,7,5,22,24,15,5
372,3,8,10,3,18,24,9,6
2462,9,6,6,5,37,23,3,4
531,5,6,4,0,20,10,1,8
349,3,5,5,3,8,5,3,1
41,2,5,5,1,9,4,1,8
1275,5,4,6,3,18,11,1,3
461,2,5,5,4,24,11,10,4
3561,13,4,7,8,31,35,3,6
4589,19,7,9,5,32,30,8,9
3138,22,10,12,3,48,25,9,6
5852,11,12,10,2,37,38,16,6
44,3,2,7,0,11,3,1,5
1590,6,7,1,1,36,26,13,3
2681,15,7,6,2,31,16,4,4
68,1,5,2,0,7,7,1,4
35,0,5,6,3,1,8,1,4
944,6,10,6,7,12,12,2,6
7087,25,9,21,8,62,42,14,7
7177,24,13,15,3,52,50,8,9
205,0,4,5,0,2,7,1,7
1659,5,7,6,1,31,33,13,8
86,1,3,3,6,3,2,1,5
6799,26,11,19,3,58,53,9,6
450,1,4,16,2,13,12,2,9
5,0,5,1,1,3,1,1,4
5,2,7,10,1,6,7,1,8
2893,15,13,18,3,47,40,25,5
9714,24,12,18,2,50,60,2,7
80,3,7,7,1,10,8,2,8
6510,23,12,20,6,51,49,5,2
1396,3,6,8,3,13,23,1,4
493,4,3,10,6,12,8,2,6
6535,11,10,10,6,23,44,28,2
64,1,6,3,1,8,12,1,4
72,1,5,8,5,7,8,2,4
12577,23,8,7,0,61,55,5,8
4476,11,13,12,3,34,27,13,6
355,8,8,3,7,22,11,5,6
1495,12,8,11,6,33,25,2,6
78,0,3,2,1,3,1,1,8
5590,10,4,5,6,35,27,4,8
6908,12,7,8,1,46,35,13,8
28,6,8,6,2,25,21,1,10
3371,14,9,12,5,38,34,10,8
3465,15,8,13,0,32,35,3,6
115,3,6,5,3,13,6,1,4
622,7,6,8,0,25,36,1,4
652,2,5,5,1,13,18,1,4
2950,10,10,13,7,27,49,15,5
65,3,12,2,0,12,4,2,4
3232,14,8,8,2,41,49,1,5
94,2,4,7,0,4,2,1,9
840,4,8,4,1,16,29,1,4
743,3,7,4,2,6,13,1,6
50,0,3,0,6,3,3,4,4
80,0,3,3,0,5,4,1,4
90,1,6,4,6,3,12,1,8
83,8,9,8,0,29,14,1,4
438,2,7,11,2,8,9,2,8
722,4,6,6,3,15,18,1,6
39,0,1,0,0,2,0,1,4
6397,22,9,14,3,52,36,3,4
5106,4,6,6,1,19,23,6,4
7101,23,13,13,3,59,50,15,5
6128,20,12,13,2,47,43,13,6
497,4,8,4,6,16,32,1,4
1716,5,5,2,0,23,15,5,4
9181,12,8,12,6,32,46,17,6
636,2,4,1,0,11,4,1,5
233,7,7,6,1,21,21,2,4
1331,3,5,6,0,11,13,7,7
541,6,5,11,3,12,14,2,7
13789,29,13,28,3,68,58,28,6
6005,14,8,13,6,30,54,1,3
6459,18,11,10,3,46,42,15,4
2974,9,7,4,3,26,22,6,5
3235,14,10,7,1,30,25,8,5
11,2,2,8,0,4,1,1,8
5961,22,8,7,5,59,32,14,4
121,2,7,6,0,14,20,9,6
886,4,6,11,6,11,11,2,4
187,6,9,12,3,13,11,1,8
3749,13,10,10,0,51,43,3,2
103,5,9,6,6,19,2,2,1
4401,11,8,10,2,39,49,1,4
1347,12,12,12,8,44,41,5,6
78,1,7,5,1,8,8,10,3
3166,10,8,16,1,30,30,3,9
4853,19,10,17,7,51,41,4,6
